DATE,TMAX,TMIN,PRCP
2015-11-15,154,21,0
2015-11-16,116,38,0
2015-11-17,190,57,0
2015-11-18,111,44,0
2015-11-19,117,65,170
2015-11-20,147,56,124
2015-11-21,158,29,0
2015-11-22,158,13,174
2015-11-23,122,-12,0
2015-11-24,118,8,0
2015-11-25,151,0,0
2015-11-26,127,68,0
2015-11-27,147,45,0
2015-11-28,156,47,0
2015-11-29,129,47,9
2015-11-30,151,21,880
2015-12-01,139,30,282
2015-12-02,124,26,149
2015-12-03,120,49,1051
2015-12-04,131,44,0
2015-12-05,95,29,0
2015-12-06,156,22,0
2015-12-07,138,24,472
2015-12-08,144,-16,0
2015-12-09,143,34,0
2015-12-10,169,-1,173
2015-12-11,103,39,0
2015-12-12,160,47,0
2015-12-13,162,60,0
2015-12-14,93,48,828
2015-12-15,114,50,233
2015-12-16,131,11,0
2015-12-17,154,57,0
2015-12-18,136,66,0
2015-12-19,107,42,0
2015-12-20,137,12,79
2015-12-21,175,32,0
2015-12-22,149,39,0
2015-12-23,135,36,0
2015-12-24,111,6,0
2015-12-25,163,40,0
2015-12-26,114,10,257
2015-12-27,117,8,0
2015-12-28,128,-13,164
2015-12-29,75,23,0
2015-12-30,115,36,0
2015-12-31,140,3,0
2016-01-01,165,9,0
2016-01-02,139,48,204
2016-01-03,126,0,2409
2016-01-04,130,41,0
2016-01-05,91,28,14
2016-01-06,143,7,744
2016-01-07,123,-25,31
2016-01-08,109,54,0
2016-01-09,169,43,177
2016-01-10,132,13,0
2016-01-11,161,-21,0
2016-01-12,163,18,0
2016-01-13,117,26,768
2016-01-14,128,7,0
2016-01-15,118,35,0
2016-01-16,97,19,0
2016-01-17,170,56,0
2016-01-18,146,42,0
2016-01-19,112,43,0
2016-01-20,107,36,0
2016-01-21,125,50,0
2016-01-22,117,51,0
2016-01-23,75,45,0
2016-01-24,151,51,0
2016-01-25,170,66,0
2016-01-26,157,53,0
2016-01-27,143,-3,0
2016-01-28,178,37,0
2016-01-29,170,64,83
2016-01-30,94,91,0
2016-01-31,104,51,445
2016-02-01,199,61,0
2016-02-02,159,85,0
2016-02-03,167,63,0
2016-02-04,123,64,0
2016-02-05,187,31,0
2016-02-06,146,26,0
2016-02-07,126,53,0
2016-02-08,107,67,0
2016-02-09,167,27,0
2016-02-10,159,76,0
2016-02-11,208,46,0
2016-02-12,128,27,0
2016-02-13,119,44,0
2016-02-14,148,56,0
2016-02-15,174,87,0
2016-02-16,193,71,323
2016-02-17,173,57,0
2016-02-18,166,68,0
2016-02-19,167,97,0
2016-02-20,124,79,0
2016-02-21,161,71,0
2016-02-22,195,72,0
2016-02-23,184,56,61
2016-02-24,183,78,148
2016-02-25,190,81,0
2016-02-26,190,97,0
2016-02-27,183,75,0
2016-02-28,164,94,0
2016-02-29,143,103,113
2016-03-01,178,51,0
2016-03-02,179,59,31
2016-03-03,155,84,0
2016-03-04,166,89,0
2016-03-05,174,133,0
2016-03-06,184,109,0
2016-03-07,176,104,505
2016-03-08,205,136,0
2016-03-09,230,84,0
2016-03-10,139,108,0
2016-03-11,217,89,0
2016-03-12,174,142,1355
2016-03-13,158,95,0
2016-03-14,176,106,0
2016-03-15,168,82,672
2016-03-16,176,89,0
2016-03-17,206,104,0
2016-03-18,193,118,0
2016-03-19,220,94,0
2016-03-20,189,113,0
2016-03-21,183,106,0
2016-03-22,187,121,0
2016-03-23,242,107,0
2016-03-24,233,105,0
2016-03-25,194,88,0
2016-03-26,195,75,0
2016-03-27,217,80,16
2016-03-28,228,84,0
2016-03-29,183,140,0
2016-03-30,202,122,0
2016-03-31,212,111,0
2016-04-01,239,106,0
2016-04-02,236,118,0
2016-04-03,210,123,0
2016-04-04,205,148,0
2016-04-05,195,120,0
2016-04-06,253,102,0
2016-04-07,237,156,0
2016-04-08,245,104,0
2016-04-09,189,114,0
2016-04-10,211,101,0
2016-04-11,232,131,0
2016-04-12,211,121,0
2016-04-13,231,115,0
2016-04-14,268,128,0
2016-04-15,230,156,0
2016-04-16,264,120,0
2016-04-17,288,148,0
2016-04-18,254,133,0
2016-04-19,211,139,0
2016-04-20,249,126,0
2016-04-21,213,147,108
2016-04-22,266,150,669
2016-04-23,265,136,0
2016-04-24,240,152,0
2016-04-25,233,134,0
2016-04-26,254,117,0
2016-04-27,233,156,0
2016-04-28,245,162,203
2016-04-29,261,98,0
2016-04-30,214,122,0
2016-05-01,237,142,0
2016-05-02,268,151,0
2016-05-03,260,152,0
2016-05-04,229,155,0
2016-05-05,284,162,0
2016-05-06,244,169,0
2016-05-07,252,137,0
2016-05-08,250,150,0
2016-05-09,267,114,0
2016-05-10,222,194,0
2016-05-11,233,160,0
2016-05-12,282,172,0
2016-05-13,260,143,0
2016-05-14,244,145,0
2016-05-15,253,136,0
2016-05-16,261,151,0
2016-05-17,201,179,0
2016-05-18,240,198,0
2016-05-19,273,174,0
2016-05-20,259,163,0
2016-05-21,258,155,0
2016-05-22,287,128,0
2016-05-23,268,175,0
2016-05-24,268,145,0
2016-05-25,239,110,0
2016-05-26,248,187,0
2016-05-27,245,151,0
2016-05-28,223,175,124
2016-05-29,283,166,0
2016-05-30,253,155,0
2016-05-31,288,161,0
2016-06-01,271,179,0
2016-06-02,261,173,61
2016-06-03,263,180,0
2016-06-04,268,162,110
2016-06-05,292,205,0
2016-06-06,251,190,0
2016-06-07,316,174,0
2016-06-08,306,173,0
2016-06-09,272,159,0
2016-06-10,263,183,0
2016-06-11,238,129,0
2016-06-12,321,169,0
2016-06-13,282,174,0
2016-06-14,274,157,0
2016-06-15,246,189,0
2016-06-16,270,176,0
2016-06-17,282,193,0
2016-06-18,266,176,0
2016-06-19,304,142,0
2016-06-20,283,161,0
2016-06-21,234,175,0
2016-06-22,228,168,0
2016-06-23,241,169,0
2016-06-24,259,187,0
2016-06-25,263,147,0
2016-06-26,224,196,0
2016-06-27,287,173,0
2016-06-28,286,154,0
2016-06-29,294,152,0
2016-06-30,247,187,0
2016-07-01,292,179,0
2016-07-02,244,157,0
2016-07-03,243,178,0
2016-07-04,275,151,0
2016-07-05,275,181,0
2016-07-06,261,174,0
2016-07-07,231,164,0
2016-07-08,277,162,0
2016-07-09,282,169,0
2016-07-10,255,181,0
2016-07-11,257,151,0
2016-07-12,354,164,0
2016-07-13,261,120,178
2016-07-14,283,132,0
2016-07-15,236,178,0
2016-07-16,233,167,0
2016-07-17,277,178,0
2016-07-18,261,139,0
2016-07-19,270,128,0
2016-07-20,217,169,0
2016-07-21,276,192,0
2016-07-22,266,180,0
2016-07-23,235,177,0
2016-07-24,261,157,0
2016-07-25,269,141,0
2016-07-26,246,138,0
2016-07-27,234,152,769
2016-07-28,268,150,0
2016-07-29,237,179,0
2016-07-30,214,128,0
2016-07-31,260,172,0
2016-08-01,256,161,0
2016-08-02,200,164,0
2016-08-03,275,166,584
2016-08-04,233,150,0
2016-08-05,268,145,0
2016-08-06,243,141,365
2016-08-07,270,182,0
2016-08-08,253,154,0
2016-08-09,236,146,0
2016-08-10,253,136,0
2016-08-11,207,156,0
2016-08-12,195,113,0
2016-08-13,203,141,0
2016-08-14,254,141,0
2016-08-15,203,161,0
2016-08-16,282,116,0
2016-08-17,201,122,0
2016-08-18,256,121,0
2016-08-19,230,119,0
2016-08-20,240,122,0
2016-08-21,266,114,0
2016-08-22,245,125,0
2016-08-23,183,161,0
2016-08-24,243,118,0
2016-08-25,214,172,0
2016-08-26,225,114,0
2016-08-27,258,125,0
2016-08-28,236,130,0
2016-08-29,212,144,0
2016-08-30,195,122,0
2016-08-31,208,91,0
2016-09-01,220,81,0
2016-09-02,232,120,0
2016-09-03,199,148,0
2016-09-04,246,128,0
2016-09-05,229,113,0
2016-09-06,223,105,53
2016-09-07,205,138,0
2016-09-08,250,128,0
2016-09-09,225,127,0
2016-09-10,247,117,0
2016-09-11,193,73,0
2016-09-12,183,83,0
2016-09-13,190,118,2
2016-09-14,211,72,0
2016-09-15,191,115,0
2016-09-16,137,131,0
2016-09-17,215,130,0
2016-09-18,234,77,0
2016-09-19,207,110,0
2016-09-20,216,109,0
2016-09-21,203,110,0
2016-09-22,208,92,0
2016-09-23,185,104,0
2016-09-24,183,112,0
2016-09-25,234,107,0
2016-09-26,185,96,0
2016-09-27,179,115,0
2016-09-28,213,103,0
2016-09-29,196,78,0
2016-09-30,129,53,0
2016-10-01,156,37,0
2016-10-02,166,109,0
2016-10-03,162,118,0
2016-10-04,164,105,0
2016-10-05,154,100,443
2016-10-06,197,78,0
2016-10-07,195,68,0
2016-10-08,179,49,235
2016-10-09,172,87,19
2016-10-10,205,62,0
2016-10-11,172,56,516
2016-10-12,174,48,0
2016-10-13,159,58,938
2016-10-14,161,83,0
2016-10-15,200,53,581
2016-10-16,162,41,0
2016-10-17,155,86,1020
2016-10-18,181,72,0
2016-10-19,176,75,449
2016-10-20,192,23,41
2016-10-21,159,46,0
2016-10-22,162,74,168
2016-10-23,127,70,760
2016-10-24,219,86,0
2016-10-25,172,78,0
2016-10-26,154,24,0
2016-10-27,158,53,0
2016-10-28,182,29,0
2016-10-29,143,49,0
2016-10-30,153,76,0
2016-10-31,129,73,73
2016-11-01,138,55,6
2016-11-02,111,51,0
2016-11-03,204,29,0
2016-11-04,130,66,0
2016-11-05,127,38,1273
2016-11-06,124,65,287
2016-11-07,145,91,0
2016-11-08,118,45,0
2016-11-09,134,18,0
2016-11-10,143,30,839
2016-11-11,119,22,0
2016-11-12,132,31,0
2016-11-13,135,29,0
2016-11-14,188,31,737
2016-11-15,107,6,0
2016-11-16,95,19,0
2016-11-17,150,60,0
2016-11-18,139,57,0
2016-11-19,126,22,0
2016-11-20,95,60,0
2016-11-21,168,53,0
2016-11-22,130,46,0
2016-11-23,160,28,0
2016-11-24,182,33,36
2016-11-25,126,13,0
2016-11-26,134,23,0
2016-11-27,130,22,1483
2016-11-28,91,46,30
2016-11-29,151,65,1163
2016-11-30,104,49,0
2016-12-01,143,24,237
2016-12-02,129,51,0
2016-12-03,96,37,31
2016-12-04,132,30,0
2016-12-05,143,31,0
2016-12-06,166,33,0
2016-12-07,136,-15,0
2016-12-08,117,49,0
2016-12-09,206,-18,0
2016-12-10,165,20,0
2016-12-11,153,37,0
2016-12-12,153,43,0
2016-12-13,122,-11,461
2016-12-14,144,18,0
2016-12-15,140,13,0
2016-12-16,115,11,0
2016-12-17,158,84,0
2016-12-18,132,27,0
2016-12-19,174,40,0
2016-12-20,98,39,0
2016-12-21,122,25,0
2016-12-22,183,11,0
2016-12-23,164,-4,0
2016-12-24,126,43,367
2016-12-25,86,13,0
2016-12-26,162,56,0
2016-12-27,116,8,0
2016-12-28,144,50,543
2016-12-29,132,45,0
2016-12-30,125,24,0
2016-12-31,128,20,0
2017-01-01,166,12,149
2017-01-02,79,38,73
2017-01-03,93,25,588
2017-01-04,173,-1,0
2017-01-05,104,16,0
2017-01-06,125,1,0
2017-01-07,113,13,0
2017-01-08,140,21,46
2017-01-09,169,52,0
2017-01-10,134,25,0
2017-01-11,173,-4,0
2017-01-12,144,36,0
2017-01-13,176,-10,0
2017-01-14,112,59,0
2017-01-15,103,34,252
2017-01-16,111,32,1431
2017-01-17,153,18,0
2017-01-18,127,32,0
2017-01-19,152,10,0
2017-01-20,112,97,2880
2017-01-21,133,19,0
2017-01-22,102,42,0
2017-01-23,164,40,0
2017-01-24,152,74,0
2017-01-25,141,37,0
2017-01-26,156,65,0
2017-01-27,181,42,0
2017-01-28,177,44,0
2017-01-29,113,-9,0
2017-01-30,123,62,596
2017-01-31,164,85,0
2017-02-01,177,73,0
2017-02-02,166,13,0
2017-02-03,136,53,595
2017-02-04,147,62,690
2017-02-05,152,49,0
2017-02-06,119,39,0
2017-02-07,190,93,0
2017-02-08,186,16,1828
2017-02-09,159,61,0
2017-02-10,137,35,0
2017-02-11,140,43,138
2017-02-12,120,61,0
2017-02-13,145,43,0
2017-02-14,171,32,0
2017-02-15,185,40,529
2017-02-16,154,70,336
2017-02-17,149,43,425
2017-02-18,146,57,0
2017-02-19,170,53,0
2017-02-20,150,50,0
2017-02-21,175,72,0
2017-02-22,173,56,0
2017-02-23,201,73,0
2017-02-24,182,49,0
2017-02-25,138,56,0
2017-02-26,203,97,0
2017-02-27,187,67,0
2017-02-28,189,98,0
2017-03-01,186,84,88
2017-03-02,132,63,1954
2017-03-03,155,78,0
2017-03-04,126,102,179
2017-03-05,210,73,0
2017-03-06,167,64,0
2017-03-07,173,60,0
2017-03-08,166,104,52
2017-03-09,193,72,178
2017-03-10,218,43,0
2017-03-11,193,106,487
2017-03-12,206,96,0
2017-03-13,211,79,147
2017-03-14,157,106,0
2017-03-15,229,107,0
2017-03-16,189,82,0
2017-03-17,170,64,0
2017-03-18,184,102,0
2017-03-19,192,99,0
2017-03-20,210,104,397
2017-03-21,233,112,0
2017-03-22,191,115,0
2017-03-23,203,105,0
2017-03-24,228,100,1299
2017-03-25,223,134,0
2017-03-26,219,85,0
2017-03-27,192,69,0
2017-03-28,167,82,1464
2017-03-29,192,121,0
2017-03-30,241,106,0
2017-03-31,229,94,5
2017-04-01,199,112,0
2017-04-02,185,137,646
2017-04-03,254,111,0
2017-04-04,186,97,0
2017-04-05,262,115,0
2017-04-06,215,140,0
2017-04-07,254,95,0
2017-04-08,259,84,0
2017-04-09,218,131,0
2017-04-10,216,76,0
2017-04-11,263,136,0
2017-04-12,175,128,0
2017-04-13,201,138,0
2017-04-14,198,131,0
2017-04-15,259,109,0
2017-04-16,189,101,0
2017-04-17,223,101,0
2017-04-18,234,165,0
2017-04-19,256,97,0
2017-04-20,208,117,0
2017-04-21,212,99,0
2017-04-22,238,144,0
2017-04-23,176,133,0
2017-04-24,221,152,0
2017-04-25,256,132,0
2017-04-26,242,131,0
2017-04-27,237,155,0
2017-04-28,227,137,0
2017-04-29,276,132,0
2017-04-30,272,149,0
2017-05-01,222,147,0
2017-05-02,235,163,1105
2017-05-03,256,164,0
2017-05-04,238,149,0
2017-05-05,256,157,0
2017-05-06,270,174,0
2017-05-07,234,161,0
2017-05-08,270,185,0
2017-05-09,208,167,0
2017-05-10,237,170,0
2017-05-11,265,144,0
2017-05-12,279,160,0
2017-05-13,267,148,0
2017-05-14,219,160,0
2017-05-15,229,169,0
2017-05-16,253,140,0
2017-05-17,280,142,0
2017-05-18,273,142,0
2017-05-19,264,162,0
2017-05-20,217,160,0
2017-05-21,251,144,0
2017-05-22,259,140,0
2017-05-23,220,165,0
2017-05-24,280,182,0
2017-05-25,268,123,0
2017-05-26,264,201,0
2017-05-27,252,129,0
2017-05-28,249,164,0
2017-05-29,235,150,0
2017-05-30,270,170,0
2017-05-31,290,157,0
2017-06-01,273,170,0
2017-06-02,254,193,0
2017-06-03,252,187,0
2017-06-04,254,154,0
2017-06-05,263,186,0
2017-06-06,265,174,27
2017-06-07,268,154,0
2017-06-08,278,163,0
2017-06-09,291,163,0
2017-06-10,272,171,0
2017-06-11,284,155,0
2017-06-12,241,196,0
2017-06-13,244,190,0
2017-06-14,231,197,0
2017-06-15,269,160,0
2017-06-16,301,155,0
2017-06-17,254,126,0
2017-06-18,248,165,0
2017-06-19,287,169,0
2017-06-20,286,174,0
2017-06-21,269,211,0
2017-06-22,327,140,0
2017-06-23,232,180,0
2017-06-24,294,178,0
2017-06-25,265,170,0
2017-06-26,265,160,418
2017-06-27,280,140,0
2017-06-28,239,188,0
2017-06-29,284,167,0
2017-06-30,237,192,0
2017-07-01,267,181,0
2017-07-02,276,199,0
2017-07-03,275,147,0
2017-07-04,247,165,0
2017-07-05,260,143,0
2017-07-06,285,172,80
2017-07-07,310,137,0
2017-07-08,276,139,0
2017-07-09,280,144,213
2017-07-10,247,154,0
2017-07-11,257,141,0
2017-07-12,236,180,0
2017-07-13,308,178,0
2017-07-14,277,215,0
2017-07-15,294,159,0
2017-07-16,271,129,0
2017-07-17,262,143,0
2017-07-18,286,141,0
2017-07-19,269,149,0
2017-07-20,221,143,0
2017-07-21,271,172,0
2017-07-22,223,191,0
2017-07-23,266,171,0
2017-07-24,269,180,0
2017-07-25,255,155,0
2017-07-26,268,175,0
2017-07-27,265,160,0
2017-07-28,312,127,0
2017-07-29,215,150,0
2017-07-30,235,142,876
2017-07-31,257,125,143
2017-08-01,265,158,0
2017-08-02,317,156,0
2017-08-03,283,171,0
2017-08-04,246,137,0
2017-08-05,224,141,0
2017-08-06,241,159,589
2017-08-07,239,140,0
2017-08-08,264,157,0
2017-08-09,253,136,0
2017-08-10,271,148,0
2017-08-11,234,132,0
2017-08-12,204,171,0
2017-08-13,254,150,0
2017-08-14,291,171,0
2017-08-15,231,133,0
2017-08-16,286,119,0
2017-08-17,252,160,0
2017-08-18,231,127,0
2017-08-19,221,171,0
2017-08-20,279,162,0
2017-08-21,276,119,0
2017-08-22,234,134,0
2017-08-23,254,155,0
2017-08-24,200,151,0
2017-08-25,221,131,0
2017-08-26,248,125,0
2017-08-27,243,127,0
2017-08-28,215,145,0
2017-08-29,187,144,0
2017-08-30,236,97,0
2017-08-31,197,135,0
2017-09-01,176,114,0
2017-09-02,198,111,0
2017-09-03,205,88,0
2017-09-04,219,120,0
2017-09-05,249,120,0
2017-09-06,224,113,0
2017-09-07,244,82,0
2017-09-08,210,124,0
2017-09-09,267,105,0
2017-09-10,215,105,0
2017-09-11,248,103,0
2017-09-12,273,118,0
2017-09-13,197,80,0
2017-09-14,233,72,227
2017-09-15,214,109,0
2017-09-16,210,94,0
2017-09-17,201,70,0
2017-09-18,194,121,0
2017-09-19,208,70,0
2017-09-20,228,134,695
2017-09-21,194,98,0
2017-09-22,175,60,0
2017-09-23,223,56,0
2017-09-24,188,74,0
2017-09-25,223,89,0
2017-09-26,204,102,0
2017-09-27,194,103,0
2017-09-28,145,76,0
2017-09-29,167,92,0
2017-09-30,194,77,0
2017-10-01,176,76,41
2017-10-02,146,62,166
2017-10-03,175,82,0
2017-10-04,184,66,0
2017-10-05,177,78,1879
2017-10-06,151,70,0
2017-10-07,200,84,0
2017-10-08,202,79,254
2017-10-09,191,108,0
2017-10-10,214,71,262
2017-10-11,174,65,0
2017-10-12,193,95,0
2017-10-13,131,52,82
2017-10-14,121,81,634
2017-10-15,204,46,0
2017-10-16,171,57,0
2017-10-17,128,65,0
2017-10-18,188,59,0
2017-10-19,153,82,0
2017-10-20,117,83,0
2017-10-21,151,73,0
2017-10-22,176,68,0
2017-10-23,117,62,1022
2017-10-24,98,45,0
2017-10-25,169,64,0
2017-10-26,172,54,226
2017-10-27,171,65,0
2017-10-28,156,80,1046
2017-10-29,148,47,421
2017-10-30,203,65,0
2017-10-31,189,19,228
2017-11-01,188,12,0
2017-11-02,140,31,1042
2017-11-03,137,26,0
2017-11-04,150,36,0
2017-11-05,199,52,86
2017-11-06,141,54,0
2017-11-07,137,50,0
2017-11-08,114,14,0
2017-11-09,181,63,0
2017-11-10,184,30,199
2017-11-11,111,106,0
2017-11-12,136,23,20
2017-11-13,159,62,0
2017-11-14,140,47,0
2017-11-15,99,74,0
2017-11-16,116,51,1013
2017-11-17,177,32,505
2017-11-18,148,44,0
2017-11-19,128,70,0
2017-11-20,102,34,888
2017-11-21,183,62,0
2017-11-22,138,26,0
2017-11-23,112,48,0
2017-11-24,157,63,0
2017-11-25,128,18,764
2017-11-26,128,31,0
2017-11-27,119,23,0
2017-11-28,173,23,0
2017-11-29,129,45,0
2017-11-30,164,66,1753
2017-12-01,108,47,299
2017-12-02,140,24,0
2017-12-03,144,31,1932
2017-12-04,105,45,237
2017-12-05,97,73,0
2017-12-06,128,30,0
2017-12-07,185,36,0
2017-12-08,158,9,0
2017-12-09,106,37,0
2017-12-10,102,25,0
2017-12-11,143,39,0
2017-12-12,146,55,0
2017-12-13,95,57,0
2017-12-14,111,37,0
2017-12-15,174,12,0
2017-12-16,134,21,0
2017-12-17,111,16,0
2017-12-18,131,-16,294
2017-12-19,124,27,273
2017-12-20,135,52,0
2017-12-21,139,51,1715
2017-12-22,152,19,0
2017-12-23,118,-1,235
2017-12-24,134,46,0
2017-12-25,126,68,0
2017-12-26,114,38,0
2017-12-27,127,32,235
2017-12-28,150,-3,0
2017-12-29,99,74,0
2017-12-30,135,85,517
2017-12-31,153,0,0
2018-01-01,156,52,0
2018-01-02,157,70,0
2018-01-03,122,36,0
2018-01-04,97,32,0
2018-01-05,152,9,402
2018-01-06,149,29,288
2018-01-07,110,14,615
2018-01-08,143,30,0
2018-01-09,134,24,0
2018-01-10,119,21,1141
2018-01-11,126,59,757
2018-01-12,145,2,0
2018-01-13,127,82,0
2018-01-14,115,16,307
2018-01-15,127,32,1125
2018-01-16,162,50,0
2018-01-17,151,21,0
2018-01-18,148,40,0
2018-01-19,173,53,0
2018-01-20,119,80,0
2018-01-21,142,43,419
2018-01-22,136,38,0
2018-01-23,171,41,0
2018-01-24,128,39,0
2018-01-25,158,37,12
2018-01-26,130,43,0
2018-01-27,158,54,0
2018-01-28,153,77,0
2018-01-29,143,69,0
2018-01-30,129,68,684
2018-01-31,118,48,0
2018-02-01,154,60,0
2018-02-02,165,39,0
2018-02-03,113,33,0
2018-02-04,168,3,0
2018-02-05,171,38,0
2018-02-06,167,27,0
2018-02-07,124,65,0
2018-02-08,148,49,17
2018-02-09,122,54,876
2018-02-10,117,15,0
2018-02-11,173,60,0
2018-02-12,164,40,535
2018-02-13,129,84,192
2018-02-14,183,62,0
2018-02-15,176,20,0
2018-02-16,137,80,0
2018-02-17,179,73,0
2018-02-18,201,38,1116
2018-02-19,128,81,0
2018-02-20,159,78,0
2018-02-21,91,68,0
2018-02-22,180,77,0
2018-02-23,145,87,516
2018-02-24,217,24,0
2018-02-25,162,109,0
2018-02-26,217,46,518
2018-02-27,184,78,0
2018-02-28,172,59,0
2018-03-01,151,91,0
2018-03-02,158,65,0
2018-03-03,132,90,0
2018-03-04,197,93,0
2018-03-05,189,82,56
2018-03-06,165,109,0
2018-03-07,191,95,0
2018-03-08,148,116,0
2018-03-09,232,69,768
2018-03-10,233,118,200
2018-03-11,153,64,93
2018-03-12,207,106,990
2018-03-13,191,49,0
2018-03-14,168,103,375
2018-03-15,160,79,0
2018-03-16,176,123,153
2018-03-17,192,103,0
2018-03-18,222,75,0
2018-03-19,200,105,0
2018-03-20,203,100,853
2018-03-21,204,109,446
2018-03-22,153,94,0
2018-03-23,192,123,351
2018-03-24,219,96,0
2018-03-25,254,99,0
2018-03-26,209,93,90
2018-03-27,189,145,0
2018-03-28,239,141,0
2018-03-29,213,152,15
2018-03-30,196,92,1308
2018-03-31,235,123,349
2018-04-01,205,113,0
2018-04-02,244,131,0
2018-04-03,197,123,0
2018-04-04,191,103,0
2018-04-05,183,130,0
2018-04-06,236,115,18
2018-04-07,219,128,0
2018-04-08,226,149,0
2018-04-09,213,128,0
2018-04-10,238,113,0
2018-04-11,230,107,0
2018-04-12,192,107,0
2018-04-13,188,126,0
2018-04-14,210,169,0
2018-04-15,225,136,0
2018-04-16,241,124,322
2018-04-17,224,142,0
2018-04-18,266,146,0
2018-04-19,179,104,0
2018-04-20,216,136,0
2018-04-21,249,112,0
2018-04-22,252,116,0
2018-04-23,244,145,0
2018-04-24,236,117,0
2018-04-25,259,139,0
2018-04-26,238,143,0
2018-04-27,229,101,0
2018-04-28,276,109,0
2018-04-29,272,163,0
2018-04-30,313,152,0
2018-05-01,238,136,0
2018-05-02,248,179,0
2018-05-03,221,173,0
2018-05-04,282,140,0
2018-05-05,276,128,0
2018-05-06,190,166,0
2018-05-07,247,181,0
2018-05-08,231,165,0
2018-05-09,250,158,0
2018-05-10,234,176,0
2018-05-11,191,169,0
2018-05-12,239,206,0
2018-05-13,244,135,0
2018-05-14,290,150,0
2018-05-15,250,172,0
2018-05-16,265,158,0
2018-05-17,251,155,0
2018-05-18,226,171,145
2018-05-19,247,173,0
2018-05-20,238,131,0
2018-05-21,278,169,0
2018-05-22,272,186,0
2018-05-23,267,184,0
2018-05-24,276,136,0
2018-05-25,274,161,0
2018-05-26,257,180,0
2018-05-27,254,148,0
2018-05-28,258,152,0
2018-05-29,245,159,0
2018-05-30,233,154,0
2018-05-31,229,195,0
2018-06-01,284,183,0
2018-06-02,303,154,0
2018-06-03,243,176,0
2018-06-04,299,172,0
2018-06-05,231,184,0
2018-06-06,262,182,0
2018-06-07,290,186,0
2018-06-08,257,201,0
2018-06-09,266,170,0
2018-06-10,289,153,28
2018-06-11,287,144,0
2018-06-12,286,179,0
2018-06-13,265,176,0
2018-06-14,251,140,115
2018-06-15,295,196,0
2018-06-16,276,199,0
2018-06-17,263,186,0
2018-06-18,299,171,0
2018-06-19,270,170,0
2018-06-20,278,176,0
2018-06-21,223,176,0
2018-06-22,282,173,0
2018-06-23,316,166,0
2018-06-24,225,159,0
2018-06-25,292,148,0
2018-06-26,259,160,0
2018-06-27,261,159,0
2018-06-28,242,163,0
2018-06-29,238,125,0
2018-06-30,257,152,0
2018-07-01,289,182,0
2018-07-02,296,172,0
2018-07-03,290,169,0
2018-07-04,295,151,1188
2018-07-05,295,163,0
2018-07-06,256,223,0
2018-07-07,285,148,0
2018-07-08,260,148,0
2018-07-09,253,151,0
2018-07-10,245,193,0
2018-07-11,258,199,0
2018-07-12,221,193,0
2018-07-13,245,181,0
2018-07-14,213,143,0
2018-07-15,251,162,0
2018-07-16,285,158,0
2018-07-17,256,166,0
2018-07-18,268,170,0
2018-07-19,288,152,0
2018-07-20,306,157,0
2018-07-21,265,203,0
2018-07-22,293,139,0
2018-07-23,291,170,0
2018-07-24,264,152,0
2018-07-25,220,134,0
2018-07-26,240,185,0
2018-07-27,289,155,0
2018-07-28,255,177,0
2018-07-29,259,166,0
2018-07-30,260,142,0
2018-07-31,228,132,0
2018-08-01,272,113,0
2018-08-02,226,166,0
2018-08-03,267,181,0
2018-08-04,232,132,0
2018-08-05,224,140,0
2018-08-06,225,131,0
2018-08-07,272,156,0
2018-08-08,256,150,0
2018-08-09,242,155,0
2018-08-10,227,134,0
2018-08-11,297,128,0
2018-08-12,240,136,0
2018-08-13,252,141,0
2018-08-14,276,104,0
2018-08-15,233,144,0
2018-08-16,261,154,0
2018-08-17,238,143,0
2018-08-18,236,155,0
2018-08-19,256,155,0
2018-08-20,268,122,0
2018-08-21,235,142,0
2018-08-22,265,115,0
2018-08-23,301,144,0
2018-08-24,203,115,0
2018-08-25,172,114,0
2018-08-26,235,130,0
2018-08-27,212,110,0
2018-08-28,266,83,28
2018-08-29,232,89,0
2018-08-30,248,101,0
2018-08-31,215,121,0
2018-09-01,213,102,0
2018-09-02,238,137,0
2018-09-03,243,118,0
2018-09-04,210,121,0
2018-09-05,202,110,0
2018-09-06,250,93,0
2018-09-07,219,115,0
2018-09-08,218,106,0
2018-09-09,216,118,0
2018-09-10,201,99,0
2018-09-11,188,96,0
2018-09-12,226,116,0
2018-09-13,167,109,0
2018-09-14,222,99,0
2018-09-15,246,93,0
2018-09-16,187,84,0
2018-09-17,193,81,1153
2018-09-18,192,75,0
2018-09-19,205,111,0
2018-09-20,204,132,0
2018-09-21,166,125,0
2018-09-22,235,93,0
2018-09-23,184,99,0
2018-09-24,214,98,0
2018-09-25,198,86,0
2018-09-26,170,77,0
2018-09-27,185,95,0
2018-09-28,200,109,182
2018-09-29,166,84,469
2018-09-30,232,59,0
2018-10-01,199,61,0
2018-10-02,160,117,0
2018-10-03,148,98,0
2018-10-04,194,86,0
2018-10-05,175,52,0
2018-10-06,206,72,0
2018-10-07,152,69,240
2018-10-08,177,33,8
2018-10-09,196,30,144
2018-10-10,154,71,0
2018-10-11,157,62,0
2018-10-12,183,38,0
2018-10-13,195,91,0
2018-10-14,170,84,0
2018-10-15,144,79,0
2018-10-16,121,74,30
2018-10-17,187,62,0
2018-10-18,163,74,726
2018-10-19,158,106,498
2018-10-20,186,87,61
